"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
80372.5,36508.9,38.359,43.7712,129.767,1.3224
81064,34779.5,48.9735,14.4566,205.295,1.32281
31087.8,18183.3,27.6419,-16.029,54.7751,1.32422
85746,75994,95.6305,34.7252,347.232,1.32542
47439.4,37173.1,49.6984,23.4351,159.635,1.3265
88781.4,42973.2,99.9416,70.1855,349.325,1.32839
71872.3,42085.3,96.1379,64.308,294.336,1.33212
81089.6,43869.2,65.3428,9.83555,183.363,1.33226
55594.2,57878.6,47.3166,49.3179,209.787,1.33357
60215.4,41005.9,53.8409,60.742,211.284,1.33991
80074.7,46658.8,61.2558,-3.35491,233.762,1.3403
69589.2,48641,53.3748,44.3655,232.413,1.34718
60317.8,32507,27.7455,36.574,176.419,1.3476
57384.9,36178.6,51.7178,5.41274,216.27,1.35482
31630.3,25389.5,28.522,40.7998,162.292,1.35665
70455.7,60820,77.5828,1.91423,351.626,1.35915
63035.9,32900.6,63.5041,13.9285,183.578,1.36629
99440.1,49549.4,58.2906,26.8683,235.466,1.36792
42317,45840.1,51.0965,8.71333,199.23,1.36795
79437.8,52757.5,53.8409,48.3934,277.077,1.37115
37631.7,24845.9,27.1242,0.462052,141.442,1.37626
91897.3,70071.3,106.072,62.0627,339.483,1.37936
91840.5,61368.5,74.3728,32.3483,292.296,1.38239
53503.5,37293.9,42.2941,2.11225,103.459,1.38314
45140.1,21864.9,20.1871,0.462052,137.408,1.38961
98019.3,46442.9,21.326,5.47875,237.312,1.39166
95926.2,37444.7,22.9826,5.41274,192.802,1.39954
122424,65710.6,77.1753,23.6992,286.03,1.40381
83664.5,56553.7,90.2996,23.8313,271.22,1.40524
53672.2,54076.7,151.118,27.9247,326.266,1.40862
111840,50543.4,67.2318,33.8009,285.255,1.42032
65544.5,39722,43.3814,4.75263,244.76,1.42498
32377.3,24134.6,43.6403,-4.34896,139.353,1.42992
76687.8,45693.7,71.7727,22.0487,223.101,1.43259
90261.5,55559.6,95.732,56.0534,319.963,1.43454
95230.2,54739.3,60.9491,34.065,321.575,1.44036
92917,37167,57.6209,24.6235,186.869,1.44132
67307.2,27077,30.1787,2.11225,145.977,1.44417
58748.1,32552.9,17.0811,13.2023,167.172,1.4472
117852,76207,104.907,35.5176,415.58,1.45054
64090.4,41737.2,56.4817,29.0471,216.483,1.46247
45282.8,33012.1,-1.94856,23.3031,132.074,1.463
64811.3,54889.1,62.7888,20.8603,313.514,1.46902
40342.8,29922.4,18.427,17.2953,122.044,1.47119
37118.3,16798.4,30.8,-8.57366,92.443,1.47498
50532.2,42895.6,56.8442,30.9618,183.721,1.47702
71238,33375.6,27.6937,-5.28088,144.178,1.48035
70787,75986.9,49.2842,45.3559,336.129,1.48047
20485.6,14815.7,55.1354,40.2716,114.818,1.48167
43675.7,22118.4,39.3428,20.2001,117.999,1.48215
50946.3,27036.3,60.9491,2.64032,123.344,1.48242
113679,66653.6,46.9023,40.0075,273.267,1.48258
51856.6,64097,94.2603,48.1293,217.978,1.48464
117751,59502.7,72.2316,70.5157,359.012,1.48519
66239.4,41460.6,45.6079,37.6965,233.62,1.48622
42647.6,25042.9,37.4789,41.064,126.015,1.48993
25848.5,24743.4,40.223,23.7652,113.155,1.49271
106734,49342.9,85.9797,40.1395,364.093,1.49319
70809.1,41639.6,57.5691,39.0171,207.648,1.4935
136339,69910.3,153.976,137.346,469.583,1.49592
66835.9,37979.8,34.5795,5.87482,291.029,1.50855
