"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
60466.8,44539.1,401.545,471.374,243.554,3.32499
50617.1,34360.7,16914.5,1992.88,171.904,3.33607
41073.8,28611,106.477,639.713,174.484,3.34192
135560,55863.2,31022.6,6415.71,451.635,3.34402
63706.3,44047.9,308.703,602.521,259.418,3.3457
66915.4,39560.3,82.7754,484.807,259.064,3.34675
86495,35109.4,203.867,538.501,220.113,3.35569
84397.3,66971.2,83395.8,6266.48,376.328,3.36596
106372,67701.5,14881.6,7689.21,424.958,3.36626
111160,54163.9,30158.9,1018.53,318.492,3.37847
66953.3,31803.8,329.95,396.116,248.658,3.38101
41492.7,42569.3,14292.3,8862.19,303.476,3.39205
113210,65072.8,297.41,799.277,433.359,3.40631
62414.9,33660,1068.25,315.746,252.412,3.4325
43461.6,47452.3,9437.75,6550.59,279.687,3.43474
68720.2,36335.4,1113.75,265.818,232.626,3.45248
83886,42771.1,100.651,722.362,277.571,3.4538
66482.7,29662.3,199.057,386.852,210.642,3.45389
81268.3,44826.2,44126.3,4530.93,268.96,3.45411
41100.2,21799.1,14473.5,2126.27,181.646,3.45548
98075.2,48258.9,4348.45,5541.57,323.256,3.45928
51536.7,26188.3,107.337,303.273,163.01,3.46178
83977.3,39789.3,56791,3022.96,214.276,3.46245
51079.3,27607.6,203.025,693.037,199.659,3.46383
89158.1,48222.5,6198.71,2800.11,322.065,3.48082
73815.3,61108,36129.9,6990.52,325.076,3.48197
58955.5,27360.6,43782.4,3816.27,149.79,3.49075
113295,66118.2,1106.88,515.134,384.032,3.49778
101590,46120.8,491.001,655.301,306.145,3.49994
116357,59344.8,3116.87,4638.35,381.673,3.50885
66907,31070.1,417.614,665.978,257.791,3.51763
52332.5,35540.2,521.498,603.826,264.862,3.52917
70032,23935.9,14300.5,2395.1,338.016,3.53194
78358.2,77977.9,198.262,1480.39,522.499,3.53241
35168.1,25039,19950.3,5923.66,213.706,3.5352
98747,46214.4,23901.7,5727.89,297.29,3.55884
54652.8,51597.7,26621.3,3819.69,273.408,3.55885
76762.6,65498.7,43960.9,3899.03,393.111,3.56316
126233,88151.4,557.921,3999.3,658.219,3.57151
116192,66898.4,15747.8,3161.69,384.378,3.5881
56493.1,39168,513.631,502.201,273.902,3.60616
78315,35714,1953.24,7537.24,259.277,3.62628
119293,77881.8,31173.9,6115.01,487.137,3.62875
86361.1,65515.5,67420.9,10854.5,427.3,3.63221
68416.3,29857.7,73.1494,410.599,258.569,3.66613
61312.6,46772,9124.52,3286.26,399.687,3.67144
103776,60849.2,3499.86,1015.3,468.762,3.67256
84658.1,46511.6,421.15,320.126,244.831,3.6843
82087.5,44940.4,107.186,725.779,344.72,3.68748
78521.7,30613.7,183,469.609,270.161,3.69567
81218.4,33741.5,120.227,728.575,270.514,3.69948
