"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
81728.4,50838.9,73.3533,546.187,313.233,3.96419
56534.9,37648.7,52.7534,557.455,183.507,3.96692
71186,40012.2,49.1806,253.3,194.16,3.96841
45453.7,21140.7,67.9464,339.112,119.227,3.96862
30689.8,19916.2,34.1653,282.782,153.313,3.97132
86966.9,66611.4,123.204,783.993,374.175,3.97383
38157.1,20022.1,41.0514,346.277,96.2136,3.98931
16177.2,18951.9,21.1189,268.849,73.2337,3.99692
62866.6,32522.3,72.2826,257.792,234.188,4.00674
104440,89252.1,28594.8,2989.1,385.419,4.02331
52668.7,36206.1,80.2307,515.436,167.1,4.03992
69873.8,28984.3,57.8303,592.183,206.436,4.04404
