"FSC-A","SSC-A","Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A","Time"
70368.554688,32409.027344,-5.569098,3532.638916,148.580826,292.782898,5.387917
63552.593750,51996.992188,77.375198,4081.147217,147.771606,304.423218,5.388289
94913.265625,49864.304688,76.122681,4705.247070,221.049805,327.066376,5.391024
70898.132812,43477.031250,82.325592,4599.783203,183.010193,258.792419,5.391377
64238.089844,28755.982422,3.355181,2327.426514,151.951447,241.914536,5.394399
82901.937500,63590.988281,78.840767,4258.680664,149.727036,290.526672,5.399794
63900.898438,35879.730469,102.175888,3269.617432,67.438232,210.761154,5.402295
70406.148438,33794.554688,55.306107,3641.745605,160.370041,181.964188,5.403015
88075.187500,40335.875000,34.081722,3815.089844,258.523743,369.550751,5.404117
97535.578125,52177.347656,119.586578,4947.321777,264.813171,363.208038,5.405049
68377.648438,38546.820312,32.805885,3112.727051,151.614456,294.056427,5.407263
59889.164062,46031.628906,75.903877,3802.278809,85.489395,221.708755,5.411228
80186.101562,46436.843750,78.283844,3982.848145,300.965637,330.191223,5.416494
70476.500000,67327.312500,32.519760,2168.107666,190.516327,269.712097,5.418691
77027.320312,55597.539062,51.926277,3622.134277,192.927048,285.996674,5.420345
69929.648438,49165.847656,35.272514,3801.550293,145.140945,279.136932,5.422892
82874.757812,52540.136719,88.446754,4444.593262,287.400970,282.604828,5.423197
72841.281250,31368.523438,-3.842741,3372.105713,248.447052,259.216827,5.423276
95349.476562,59002.781250,106.105309,5034.691895,191.453934,349.112610,5.423717
84200.367188,45981.304688,90.556824,3705.801025,184.686447,222.657562,5.429096
52681.187500,29345.064453,59.537930,2209.091064,60.741440,214.505569,5.430418
71002.890625,37055.804688,0.017395,2658.510742,321.910461,411.152649,5.430945
72199.351562,50667.765625,127.086983,8202.063477,315.287018,473.748138,5.433742
89719.640625,41674.128906,50.271160,4581.265137,144.466232,264.675659,5.436974
83534.921875,56026.546875,55.548805,2776.360352,204.699463,303.611786,5.438303
59743.019531,31421.716797,4.647488,3109.387939,101.949478,170.554626,5.447553
51193.363281,39776.578125,82.833694,3475.262451,126.424744,244.930695,5.449441
101232.101562,46718.910156,20.218117,3070.468750,136.904556,186.133499,5.454031
54005.773438,28100.410156,75.949463,3174.778809,156.936615,222.974289,5.455007
57388.582031,40812.691406,2.583951,4320.793457,177.710236,370.452789,5.457292
60635.046875,37513.527344,94.116699,3193.600586,200.488052,238.996170,5.458624
57022.128906,34481.542969,16.597206,3210.358643,79.629730,249.442108,5.463042
87077.726562,46445.304688,101.662109,5097.108398,235.362259,402.200623,5.463760
55439.128906,26835.835938,26.006153,2459.423096,118.502663,247.840912,5.464788
69650.664062,30968.312500,43.878708,2341.269531,185.557922,195.454300,5.469216
72051.500000,40598.382812,68.843491,3714.179932,162.927048,280.716309,5.469795
101740.148438,55887.574219,84.977219,4301.000000,285.752686,471.722809,5.474555
79584.367188,35387.808594,55.396164,4632.023438,211.979050,248.003876,5.476241
56456.460938,25606.101562,30.623617,3571.557861,146.692490,162.547501,5.482185
78015.515625,40207.011719,92.495323,4554.185547,222.515884,323.726105,5.483617
63429.507812,32075.751953,12.772915,2827.604736,242.339890,310.655670,5.484118
51822.351562,28977.863281,53.858269,3322.197266,151.007843,207.141373,5.486886
56043.062500,59489.562500,23.843624,3297.243164,199.351151,203.105225,5.489299
62123.695312,29948.291016,48.944988,3568.521973,117.079689,251.570969,5.490634
58398.039062,29437.800781,43.084835,3256.441895,76.068413,255.727707,5.490654
96822.976562,48967.113281,54.061077,5712.221680,269.773895,299.414917,5.492824
57689.875000,39430.621094,69.704536,3394.206543,68.542877,252.598389,5.493976
86066.046875,53517.988281,15.602358,4699.357422,142.779144,334.225616,5.495144
69997.453125,31904.193359,76.461235,3441.625732,86.238503,173.137405,5.496156
92128.765625,52967.785156,91.536201,4351.151367,282.652710,351.055359,5.497049
92537.414062,56754.195312,123.707138,3712.054688,184.753494,299.975983,5.498199
80467.796875,33296.386719,46.144779,3520.981445,222.116058,340.060760,5.500959
66554.367188,37634.171875,0.563269,2346.005615,145.680649,203.157776,5.501031
63222.300781,32979.437500,83.911575,3175.629150,122.905052,136.098145,5.501252
86904.132812,68797.890625,131.276505,5386.116211,335.658386,327.869171,5.502376
59260.000000,33501.687500,31.306543,1802.536499,109.417313,93.746353,5.502593
68278.539062,29564.306641,100.494675,3091.780029,20.152048,226.374329,5.503333
90207.757812,44761.054688,6.225608,4658.192383,303.267273,312.612030,5.504994
92917.031250,56932.890625,109.828133,5634.262695,285.950531,301.073517,5.505253
41980.589844,32622.314453,73.377037,2689.475830,98.212280,155.137344,5.507377
59838.742188,35015.261719,15.005287,2768.103027,91.819984,136.649399,5.507558
93674.679688,50908.902344,15.772338,3957.347656,257.397552,314.898376,5.509513
93458.070312,45653.238281,83.649895,4502.698242,290.103210,392.122620,5.510300
80450.156250,57984.375000,142.539154,3889.770508,186.094162,333.013885,5.511996
63216.507812,29444.201172,27.135395,3368.705811,141.564163,221.699066,5.513639
73944.031250,32737.234375,90.586876,3590.744385,141.361649,191.131027,5.513693
82098.585938,33368.632812,-10.667301,2730.398438,165.617508,235.979492,5.513841
78476.773438,55045.371094,77.586494,5133.780762,226.379272,472.995087,5.516862
59804.523438,37235.667969,51.489937,4230.144531,180.193069,313.693909,5.518054
75766.085938,43581.160156,-14.804157,4319.518555,274.400208,281.583466,5.519583
53224.917969,28989.162109,-5.339258,2736.348633,149.052826,237.532303,5.519996
68433.578125,31947.785156,-7.878981,2686.804443,83.173424,160.971466,5.522096
97446.195312,75116.843750,94.271683,6579.731934,203.964340,442.774933,5.522476
65439.437500,36226.648438,79.110100,2711.576660,204.632645,289.931549,5.525049
98580.617188,54662.656250,103.535988,4453.882812,221.782867,371.984833,5.527383
66960.046875,31475.693359,99.756950,3067.979492,140.011337,243.467560,5.529660
58637.218750,69143.671875,65.080162,5039.002930,272.484039,446.216827,5.532155
72358.679688,64944.109375,65.880089,4862.137207,168.037933,428.349243,5.534240
69200.257812,36752.589844,3.488135,3647.209961,173.211792,219.755463,5.534307
65229.570312,27784.455078,50.732090,3032.764160,185.759033,160.839066,5.534894
72432.757812,52851.089844,74.748276,3304.225342,120.602646,245.858261,5.535079
67806.265625,37313.097656,48.856327,3127.724121,199.886200,185.301147,5.538789
54043.238281,27186.431641,36.784550,2702.894043,149.524780,216.221817,5.540171
54132.902344,52610.210938,29.418097,3113.819824,99.911278,174.386765,5.541102
76208.742188,37143.117188,55.949257,3286.556885,134.201752,245.875916,5.543649
95829.593750,68942.312500,141.425369,6100.683105,356.155182,518.644226,5.544314
108740.843750,48032.863281,67.374947,5331.532715,265.276337,427.822479,5.544360
53766.578125,39804.355469,46.727840,2883.099365,134.066589,224.873322,5.548635
100701.562500,63867.031250,60.825939,4561.653809,294.648071,435.527985,5.549150
70687.906250,48094.777344,88.809723,3494.934326,111.520309,319.364532,5.549799
84654.234375,49965.925781,91.124130,4337.976074,178.112930,393.228241,5.552348
75107.476562,37549.726562,14.354999,2999.795410,158.081299,272.038757,5.554361
67129.820312,48686.445312,53.023857,4144.413574,82.219551,346.209534,5.554448
71448.835938,41283.820312,63.344395,4112.537598,238.951736,344.625610,5.559345
69387.242188,41330.996094,52.613625,3662.631836,155.589661,234.475891,5.562256
98457.921875,53101.253906,50.562366,4928.924805,326.103668,288.182983,5.563854
67168.031250,31540.843750,91.909142,2833.979980,189.980469,209.374603,5.564837
76131.367188,41715.285156,-8.133117,3974.590820,239.284012,347.351410,5.566167
62608.769531,23711.089844,26.834982,2507.024414,125.883377,199.738388,5.566728
91031.929688,53448.617188,121.022057,5118.844238,188.774628,273.299927,5.571335
60052.003906,48983.796875,35.342609,3035.192627,77.993523,222.433014,5.572521
71631.710938,48794.472656,120.996353,2634.831543,154.511887,224.878555,5.576191
52027.214844,29007.708984,98.543915,2436.775879,78.470787,163.282288,5.580026
88264.218750,46944.160156,111.933266,3804.768066,350.026703,469.463318,5.581253
56416.140625,31792.242188,68.200470,2616.495361,89.438240,174.815109,5.582722
62889.742188,31458.306641,14.194440,2382.981445,106.906395,172.762405,5.582746
97262.429688,41423.332031,17.017683,3610.234131,101.745689,287.396729,5.584747
66027.250000,28284.123047,37.856117,3078.665283,216.182617,235.724274,5.587316
86178.453125,54633.718750,117.104439,3789.164062,115.791969,363.878601,5.590119
107256.703125,73935.710938,79.091324,6819.256836,298.334137,425.926544,5.591042
91948.281250,59217.414062,41.956398,4752.302246,258.854950,371.762665,5.591621
115126.289062,54348.320312,54.898979,5250.537109,355.959686,384.901062,5.593764
70685.195312,36507.703125,51.098667,2911.939209,128.995605,234.820480,5.597272
56956.886719,39725.621094,19.698360,2554.747070,124.055923,173.725815,5.601420
56795.769531,43969.691406,11.652007,2776.056885,49.281483,200.394836,5.603012
72105.859375,37170.871094,58.018948,3907.317383,135.485718,243.137497,5.604718
70182.117188,44518.890625,16.114956,2252.381348,78.129890,140.760162,5.604904
67329.367188,30234.328125,-12.640452,2618.559570,132.444305,175.126129,5.605938
79588.375000,54527.484375,68.252502,3399.610352,154.040314,325.950623,5.616675
74022.796875,32038.695312,82.491707,3298.700195,229.042267,257.665070,5.618023
73714.617188,29591.931641,59.857716,3235.251953,168.911743,214.569717,5.619777
69800.640625,33057.105469,4.149879,3838.101074,53.975834,217.483261,5.622486
65993.453125,38872.390625,38.054840,3854.251709,177.240417,220.612061,5.625742
84495.937500,45861.625000,120.361115,3501.977539,228.509766,260.474640,5.625855
90949.406250,40649.031250,54.976212,3395.420898,190.449341,317.995911,5.625970
71337.109375,35693.195312,95.874008,4020.188477,261.437531,272.840393,5.628834
89377.710938,46429.296875,85.598434,4210.897461,224.248047,306.263214,5.630966
58956.093750,40197.187500,54.198086,4219.397461,91.479790,222.548676,5.633319
65214.789062,29008.687500,43.231888,3186.132812,200.019943,114.158142,5.636418
73175.757812,37174.207031,4.276726,2625.299072,153.433929,160.335831,5.636561
107858.328125,58948.449219,161.697891,4833.357910,242.339890,438.575867,5.636885
61865.332031,53045.105469,69.869446,3056.807617,126.086403,260.613739,5.640060
68560.601562,42413.976562,45.858654,3931.846680,227.977219,315.707458,5.641791
58759.761719,31472.095703,111.491089,3439.743408,168.172379,243.971222,5.644323
45501.167969,50489.578125,86.168304,6674.752441,271.029968,255.515579,5.644649
83592.320312,44086.226562,51.045826,3984.426758,271.294373,333.680450,5.645344
77988.015625,43261.773438,49.957283,4059.046631,253.421188,262.957611,5.647844
99557.945312,58359.871094,87.108383,5589.575684,307.736450,567.556335,5.648692
56982.285156,34953.843750,84.454819,2812.304443,172.607285,240.269348,5.648979
95677.585938,47078.246094,-14.175477,4006.952393,186.630356,219.163452,5.649048
95044.414062,47172.636719,64.806892,4451.636230,229.774384,340.760773,5.651237
68271.531250,39576.613281,59.451420,3130.092041,176.032089,362.322388,5.653715
63540.953125,32998.851562,67.841278,3409.810303,216.316010,279.074371,5.659225
104377.765625,71255.750000,85.772575,4529.838379,256.006165,524.911682,5.662518
56121.406250,24113.603516,36.727371,2588.262207,77.516212,144.712189,5.666188
62673.710938,31064.162109,86.722122,2820.197510,93.248604,127.828316,5.666350
63446.515625,39302.781250,65.878593,3660.203369,214.781754,250.971313,5.670722
82105.804688,42459.210938,20.046993,4965.961426,200.421188,304.684631,5.671166
67287.335938,44343.835938,95.675911,3311.329346,225.113937,182.244781,5.675157
74223.367188,36392.789062,58.745571,4474.890625,201.022995,328.776703,5.676741
81939.867188,37634.761719,24.935984,3684.793457,319.878326,381.184357,5.677735
60603.953125,30772.244141,38.976791,3862.630371,205.835373,193.016953,5.678789
108413.046875,61239.933594,29.005314,6760.362305,347.025299,396.249542,5.678996
55262.140625,25032.976562,58.377289,3133.856201,174.756409,246.453812,5.679571
77572.250000,43441.691406,78.262856,3203.072510,245.593369,307.110352,5.681715
56185.609375,28123.519531,130.667068,3380.241943,135.688431,289.189636,5.683545
50975.933594,41156.890625,56.264572,3183.400635,60.672405,175.313416,5.684040
109551.195312,58335.640625,88.182312,6502.015625,316.533569,459.295135,5.687938
57693.667969,31992.878906,137.597824,2585.408691,180.595581,194.102234,5.689070
71733.703125,41349.476562,35.964359,3626.323730,131.971069,361.924469,5.691209
102903.554688,49363.664062,58.859005,5530.437988,359.607788,452.165131,5.691856
77933.921875,37802.542969,44.592289,2373.327637,227.644348,-31.533697,5.692653
82119.570312,66654.531250,128.266617,4052.853516,114.571793,347.304291,5.692930
37182.648438,33486.191406,0.168726,2043.882568,70.337929,88.892365,5.693279
60537.671875,59953.753906,56.794727,5598.379395,136.431656,330.101410,5.694641
93696.164062,58078.066406,43.150795,6377.365723,264.614655,289.757996,5.695887
54940.019531,37661.863281,42.706329,2590.023193,75.308945,183.741409,5.702465
67951.023438,33884.726562,42.876362,3081.519287,183.479599,245.449493,5.705119
63132.507812,44344.753906,91.030678,3263.545654,252.227768,285.090424,5.706270
81868.242188,58974.789062,47.162918,4658.131348,207.705841,314.450409,5.707585
67575.781250,38870.949219,48.449413,3264.517090,141.024109,181.080048,5.708469
65619.085938,44739.078125,80.199997,4673.735352,207.305069,373.990570,5.709002
92403.382812,58679.566406,46.480064,5535.902832,181.467636,365.224365,5.709241
83317.523438,49282.882812,50.080299,3777.810059,132.917526,296.485687,5.709273
65365.339844,42675.992188,66.173958,2757.113525,140.619019,290.562103,5.711072
64682.210938,40836.871094,37.997105,3469.433594,197.143631,284.261688,5.712135
58976.445312,46598.480469,9.218251,3071.440430,147.771606,272.938934,5.712156
52807.062500,41552.828125,109.535248,2718.133789,117.757339,200.213577,5.713536
54055.085938,39039.054688,19.244890,2851.041260,68.750000,222.295273,5.726665
78645.132812,59556.152344,113.741898,6183.256348,229.308517,475.897125,5.730226
73189.007812,48620.523438,138.761215,3593.840576,155.993790,297.816284,5.730799
73184.703125,39166.230469,64.380646,3570.100586,208.440506,234.115753,5.731678
85280.078125,57507.273438,70.246910,4237.551758,161.850555,233.204254,5.733143
77212.382812,35781.460938,14.468592,3148.549561,186.429291,253.106537,5.737846
66331.687500,36301.574219,43.091270,3183.400635,115.791969,209.631638,5.741911
67330.210938,43350.812500,15.725614,3964.390625,124.326691,223.655930,5.741935
96469.546875,60518.082031,63.229946,5291.399414,245.792511,310.383331,5.745111
102626.304688,47968.523438,85.389900,4144.838379,153.097031,349.865387,5.748529
83684.554688,57768.300781,113.076332,4538.217285,170.390228,287.748779,5.748919
78830.351562,47983.031250,96.269646,3490.198486,149.794464,259.872833,5.751872
63769.902344,30740.554688,8.973088,3531.546143,201.357315,214.776688,5.756580
69769.882812,32265.033203,58.927299,3580.786865,102.900414,181.801071,5.758731
57235.324219,38252.246094,57.464294,2466.283936,41.480854,200.496399,5.759388
58360.945312,31320.822266,65.465569,3634.277588,235.362259,275.395844,5.760186
54966.367188,30604.013672,45.192165,2643.088867,119.518875,228.680725,5.762567
62107.964844,43714.664062,6.287305,3196.393799,96.172882,158.300323,5.764783
89767.179688,52508.781250,22.181911,3925.835938,221.916153,390.023560,5.766280
58038.097656,39966.273438,56.454098,1915.954102,118.909157,233.780151,5.767988
56930.042969,32439.683594,26.668898,3333.612061,159.495041,200.408447,5.770847
44976.722656,41230.281250,47.892109,2224.391357,147.906494,210.928421,5.772520
60086.941406,33494.562500,-46.266243,2247.524170,55.494625,196.376221,5.772618
108141.515625,49186.402344,49.863941,5214.593750,223.981598,413.593292,5.773315
47314.324219,30726.968750,8.528829,2259.910156,96.988708,162.791534,5.776878
68906.179688,26332.787109,18.595840,2969.680176,80.515839,159.413559,5.778487
102896.421875,44675.058594,114.219124,3620.009277,202.694366,238.037979,5.778845
67095.523438,38471.976562,-7.529924,2940.657959,95.560936,238.347427,5.781710
74727.656250,46224.156250,60.754402,3844.172852,151.816650,260.752930,5.782110
83230.812500,38215.253906,48.549606,3580.968994,288.389740,344.482788,5.784345
57799.558594,30604.013672,50.212814,2850.555420,110.095779,202.359543,5.785715
60245.093750,33888.589844,56.582012,2822.200928,79.561562,212.460770,5.785983
67327.187500,32285.490234,54.092388,3163.425049,150.198944,213.148026,5.787004
83478.250000,52653.539062,132.982605,4331.296875,261.371338,464.118195,5.787246
76781.523438,40870.156250,97.595749,4192.318359,142.036682,233.051971,5.787271
92948.601562,49394.863281,80.162743,5661.099121,237.888397,397.910736,5.788333
44180.292969,35380.546875,-29.762514,2390.874756,13.043217,241.515244,5.790623
64553.832031,40574.667969,65.868950,2490.266602,105.005554,332.515259,5.791368
68656.156250,25148.623047,47.858513,2860.998779,139.336090,207.523331,5.791805
87801.421875,47146.378906,87.187523,4114.237305,174.689255,342.149384,5.792527
61521.527344,33587.667969,-0.704663,2942.661865,140.011337,216.455032,5.797532
73752.484375,50689.113281,67.261955,5223.761719,255.078339,322.355469,5.798194
59212.238281,28797.644531,23.124672,3251.341553,167.298462,277.913727,5.799598
76553.968750,34186.390625,94.107040,3610.234131,131.362564,143.443481,5.799972
56306.140625,34707.972656,73.972610,2457.662109,127.101379,224.388947,5.801129
61809.996094,35586.429688,35.716778,3921.403564,147.704163,322.149048,5.801323
82287.578125,41698.312500,63.748474,2221.052002,41.826012,197.302658,5.805863
81759.203125,38326.492188,26.722485,2558.268555,196.407608,425.572876,5.809031
61582.761719,27782.298828,15.340064,3777.870850,93.996803,143.871170,5.809494
75452.109375,30234.394531,28.075867,3114.245117,205.568115,227.020264,5.811918
65179.429688,30948.191406,45.636143,2635.074463,93.248604,136.674576,5.812134
71188.343750,37412.199219,33.490616,4538.581543,181.803024,324.001617,5.813758
60083.144531,29559.996094,-39.436012,2991.841553,161.581375,311.861267,5.814301
65936.171875,30357.792969,67.387466,3533.792480,112.469810,212.641281,5.816087
107039.101562,58103.746094,57.770367,5332.140137,292.211395,347.607300,5.816579
69090.789062,41467.039062,71.798126,3802.582275,148.985413,258.611725,5.820140
74495.835938,51155.511719,42.673794,4633.541504,300.965637,342.244263,5.821363
90299.140625,42741.152344,57.131664,3463.604736,113.419189,228.918030,5.821918
80890.343750,39478.234375,42.126976,3661.660400,186.228226,289.304932,5.822952
97255.054688,65132.785156,94.574097,5622.908691,299.650055,365.880402,5.824483
81011.906250,38997.531250,27.803879,3558.564941,178.045807,236.336548,5.825967
72831.117188,51996.992188,98.566147,4052.610840,174.286346,300.769073,5.828825
80051.718750,46383.882812,84.512970,4429.475098,277.108276,327.915924,5.831407
83654.398438,40425.558594,63.065941,3978.840820,193.730438,266.624146,5.832925
89770.765625,38672.929688,43.594547,2438.597412,169.583832,260.823944,5.835682
79296.328125,36287.308594,83.433861,3096.941162,222.715759,259.975525,5.836339
93188.664062,46380.007812,16.763592,4167.424805,244.265610,311.739929,5.837839
73402.343750,30727.097656,57.188419,3380.363037,175.293579,219.459167,5.837902
64081.558594,34056.644531,82.902252,3721.769287,156.936615,268.912323,5.840702
81377.710938,47478.125000,97.092529,4286.124512,128.995605,290.446564,5.840870
59363.054688,26561.300781,45.987377,2991.962891,198.615402,222.214600,5.844048
62931.648438,33167.589844,12.158568,6211.792969,182.674896,251.003159,5.844445
81317.992188,35460.492188,115.793320,3543.628418,141.699173,248.316833,5.845113
57190.117188,37147.699219,9.199800,2710.422852,117.215233,194.995560,5.845465
57783.609375,29733.464844,39.527325,3716.183350,100.115128,164.292496,5.846398
61885.890625,30421.878906,75.207970,2734.466553,156.465210,249.039566,5.848223
53349.667969,37742.644531,39.106861,4506.038086,196.407608,324.415253,5.853580
58729.175781,56053.457031,84.913597,4240.891113,179.052414,358.472595,5.854292
51572.433594,23654.300781,-13.539805,2877.574219,80.038712,138.634003,5.854339
49224.980469,54020.601562,78.848770,2515.828125,149.457367,244.896210,5.857792
78278.117188,29575.541016,30.296392,3277.692627,130.145386,190.073013,5.858922
65148.890625,38366.628906,113.207237,3014.549316,54.597153,221.943375,5.859973
66569.335938,30152.480469,1.196037,3766.456543,147.636734,178.707336,5.861173
78210.335938,42531.710938,37.928684,3388.984863,89.029854,241.637939,5.864287
44900.445312,26672.820312,39.987289,3256.745605,123.649750,195.686188,5.866917
87751.539062,59739.531250,70.569817,4212.476074,184.887573,303.623138,5.868540
60226.898438,34068.027344,52.841843,2873.081055,85.898010,160.418411,5.868712
65700.257812,49257.265625,74.989944,4001.791504,111.452484,223.315063,5.869322
64064.789062,31252.998047,112.453705,3802.582275,-25.785942,373.927429,5.869820
71398.710938,51727.582031,38.998013,3704.769043,98.891922,270.519653,5.874630
62629.996094,37189.328125,19.747587,2849.766357,120.467186,282.560669,5.876532
54965.339844,30248.634766,46.859955,3932.939697,80.788460,202.854263,5.878668
55636.390625,50861.394531,45.179710,3403.131592,165.617508,185.732727,5.887530
73548.250000,38434.722656,89.398605,176.525879,76.970680,230.057388,5.892792
70006.992188,32240.785156,38.699192,3197.000977,82.287689,221.273346,5.896684
60141.832031,29957.890625,57.777546,2468.833984,150.198944,166.298386,5.899876
77362.632812,47766.316406,103.372841,3523.774414,133.458282,187.612656,5.903084
40895.796875,24392.707031,26.297684,2750.920654,141.766678,154.234146,5.904021
66739.812500,26716.480469,42.426079,2794.271729,222.782379,212.440567,5.904850
68021.078125,42190.132812,29.674212,3703.676025,152.018845,266.758972,5.905465
59777.417969,34976.933594,16.706839,2055.722168,132.173904,249.175888,5.909684
83294.281250,56871.546875,86.083321,5261.587891,180.662674,269.680237,5.909948
74462.734375,60249.484375,91.134178,3226.812500,204.498978,356.208008,5.913406
79473.343750,46097.511719,66.194817,3783.699707,200.688660,189.383942,5.913464
78390.984375,32138.888672,70.123390,2739.930908,222.582504,218.289062,5.914874
59102.199219,37521.843750,50.009109,3116.734619,141.024109,200.288589,5.919703
97131.546875,49300.679688,19.026123,3956.436523,320.337250,384.799011,5.920218
51767.609375,34348.773438,38.707420,2078.005127,55.149441,147.866562,5.920294
88411.703125,50544.242188,27.493912,3981.026855,249.044159,306.005249,5.923757
98028.742188,56215.468750,15.239521,3296.150391,171.801178,268.660156,5.923847
60093.933594,36229.394531,52.721916,3961.354736,123.717461,216.427795,5.923933
63827.261719,43509.816406,46.759880,3497.484375,174.957840,273.563660,5.924660
84767.000000,55336.804688,33.960533,3790.924805,202.092728,353.732727,5.925797
85906.164062,39332.183594,66.732971,4281.752930,191.386978,428.278046,5.926243
86679.585938,43716.890625,95.381195,4208.043457,242.207047,425.603027,5.927641
55189.113281,46638.644531,38.759613,3406.592529,137.444977,256.226135,5.929165
67451.265625,60124.507812,92.971992,4492.498535,141.024109,323.787811,5.932207
64277.234375,27800.121094,16.170216,3276.539062,186.697372,158.557861,5.932282
54013.773438,41477.984375,103.154686,3079.515625,141.159119,197.522583,5.937302
52167.664062,32471.515625,38.620708,2559.483154,107.110008,243.359085,5.939911
56367.218750,26991.224609,3.817975,3268.281738,53.906796,236.794342,5.945553
63529.503906,38770.566406,37.700218,2953.165527,175.964966,243.698425,5.946054
53702.054688,28210.675781,41.257427,3180.668457,210.911026,209.112122,5.946726
67524.390625,67101.031250,120.145378,3431.729004,230.506424,234.932983,5.947213
71015.937500,48925.742188,-19.445454,3968.701172,188.640656,216.404861,5.947459
84599.664062,52109.839844,121.812294,3063.183105,184.418289,334.814636,5.948390
84897.265625,34780.902344,53.942291,3336.405029,283.708191,382.249786,5.949098
78969.289062,41382.175781,127.466476,5490.851074,324.859131,357.871613,5.949956
76624.570312,47972.855469,34.378677,4145.870605,152.894882,356.075623,5.950968
99542.085938,43802.929688,63.071529,4395.777832,268.319183,345.672211,5.951679
82780.976562,52977.781250,92.714661,3255.834717,217.916580,366.675781,5.952777
63072.691406,59902.636719,23.941093,3474.472900,196.006088,348.921844,5.954074
87483.015625,56183.156250,31.779512,3477.873047,176.770538,285.036896,5.955368
71634.257812,43221.382812,88.420280,4411.988770,166.693359,322.382721,5.956301
114180.859375,62793.437500,109.700615,3902.945801,215.182022,401.554535,5.956312
68702.179688,55094.839844,27.381453,5183.871094,285.027313,243.714584,5.956638
107694.039062,50217.324219,11.088584,2963.305176,166.895081,231.282730,5.958002
66724.851562,49985.433594,121.949615,3060.936279,136.228973,162.624176,5.958685
62478.726562,51860.148438,9.944347,4030.995850,100.658691,277.953125,5.961139
71359.414062,38543.152344,75.281120,3275.020752,267.591644,360.958954,5.963447
72426.648438,44838.125000,53.799202,4913.442383,162.388809,298.035370,5.963619
88780.625000,37074.589844,48.382359,2370.656250,67.162071,120.215584,5.965457
35384.917969,36791.722656,19.159630,1726.338013,65.712234,56.445927,5.973732
74870.171875,48389.914062,65.307220,3633.791748,260.510590,319.552551,5.973800
87515.281250,51020.277344,63.909447,680.383484,140.281418,259.337097,5.976909
76074.101562,34291.878906,98.464645,3274.110107,97.940399,150.017914,5.977719
72943.742188,33940.246094,65.224632,2784.010742,172.271408,280.019348,5.980074
90265.515625,60938.722656,72.773315,4768.877441,127.033730,371.061218,5.980250
50287.039062,40440.101562,26.299040,2882.431641,162.321518,208.029755,5.980744
79883.765625,40847.156250,21.651278,3615.151855,218.916718,253.380554,5.984575
84768.398438,60063.765625,102.397194,3797.178711,271.889221,270.871765,5.991053
62897.097656,45616.628906,61.542507,3086.315674,176.971924,200.530655,5.995362
87493.765625,70698.578125,106.304993,3013.395752,186.094162,254.161621,5.997185
81762.960938,45816.417969,26.979389,3414.364502,69.509445,157.663483,5.997599
74555.140625,52288.304688,90.043404,4243.258789,146.422684,334.741852,5.999057
55002.574219,36429.957031,62.446896,2360.273682,175.830688,200.924591,6.001915
96971.632812,40606.117188,70.701553,2981.945068,235.561737,308.287598,6.005710
60590.156250,33348.429688,58.998299,3467.187256,155.320236,259.972382,6.008043
103116.742188,48841.746094,109.550247,4930.564453,118.773659,294.561737,6.008254
56835.550781,35821.695312,78.068573,3067.797119,23.948191,197.723282,6.009213
84262.632812,27397.640625,18.284529,2216.437500,168.575684,211.298798,6.011225
73549.578125,36739.433594,8.372522,3616.973633,202.961777,215.848816,6.012434
79050.554688,49262.980469,56.284916,4514.416504,76.206505,288.993958,6.012637
87936.054688,37612.308594,57.281502,4256.070312,202.627533,275.989624,6.013391
55181.886719,44398.925781,110.321182,3939.193115,93.384651,245.308197,6.014200
67498.726562,26488.867188,37.091518,3036.285889,161.244919,219.086655,6.015052
66906.796875,30975.628906,85.119316,3358.323242,182.741959,209.161865,6.020483
74668.718750,39341.351562,13.122410,3484.430420,179.857590,324.426605,6.020941
64719.910156,36955.015625,81.045891,3696.086670,182.943130,171.018448,6.021461
64426.113281,29402.406250,90.008003,3815.879150,175.629288,208.054352,6.023089
74551.992188,29527.080078,48.919643,3901.974365,190.382370,318.831268,6.024452
67927.046875,36128.167969,33.650677,2523.478516,161.917831,198.279297,6.024551
80971.593750,33906.109375,24.310926,4019.702637,106.159698,188.245148,6.025158
82366.492188,58178.667969,26.267891,4645.441895,224.048187,393.293884,6.025484
113256.945312,77593.273438,137.919968,4997.230469,379.307251,709.279663,6.025967
73276.164062,56855.160156,36.554943,2769.013916,199.150513,371.545898,6.028014
66797.164062,31854.263672,42.200363,2859.177246,185.759033,223.044418,6.029114
68275.281250,31340.361328,50.610062,3740.530518,152.692719,262.224274,6.030164
55238.917969,42799.566406,58.539768,3341.444336,154.916092,156.333618,6.032267
68067.578125,31462.751953,50.959198,2794.150391,180.998093,285.081268,6.033435
70866.648438,45997.773438,68.054482,3086.133545,32.852303,216.905365,6.036438
53385.980469,33378.179688,29.276945,3127.602539,207.839417,260.938477,6.037815
51094.710938,38872.980469,89.193764,3047.943115,113.283554,122.733116,6.041329
72312.062500,34239.296875,37.330246,3168.403809,244.863144,269.342987,6.042237
76631.710938,40300.492188,13.441849,3248.913086,102.696648,271.186829,6.044170
64699.765625,26955.201172,50.177673,3073.140137,58.256084,181.200363,6.044283
82918.312500,44443.007812,53.647266,3953.825928,198.682281,278.329773,6.044759
77260.828125,52656.429688,101.100517,4119.944824,154.309784,292.983246,6.047733
