"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
41.1954,82.0672,63.7531,90.1707
30.7357,91.6815,-29.2599,126.413
37.6792,129.296,-71.5168,79.1615
88.7235,183.751,160.28,165.265
15.9215,82.3187,-83.467,74.5761
206.252,71.3032,-19.4174,80.0262
6.31427,55.9922,-12.5716,77.1993
28.7279,126.925,-88.8603,87.8077
18.5198,38.8987,-63.2552,65.7897
40.0555,72.6892,-51.7622,64.6724
37.0368,110.863,47.0564,107.937
19.3459,64.8586,7.77473,77.449
35.4043,110.049,24.4927,94.5651
28.9838,55.6733,-101.403,83.7199
39.4783,87.2219,-12.9197,104.458
55.9836,81.9414,-3.7879,126.98
37.814,66.7722,-62.9083,33.7611
80.5653,55.2906,32.937,78.5204
44.6936,92.4977,51.4687,103.199
19.6347,38.1334,-14.1685,81.8777
323.754,109.987,-15.0112,88.465
38.2449,60.5848,-40.9436,95.4292
43.1947,63.6466,-38.2572,111.489
20.5519,96.6396,22.6566,101.67
46.8329,77.6632,-57.677,66.351
1607.7,94.6318,12.5968,59.9125
8.57226,36.0925,-61.4636,45.3556
51.6785,83.3877,-29.9965,154.891
43.4952,92.686,30.8641,138.964
28.4488,101.029,-28.2151,94.4778
21.6387,70.5995,-102.954,66.1131
60.3165,87.913,-50.8915,114.285
17.5042,82.7589,-56.3331,129.955
23.903,98.9603,-129.063,64.026
30.2347,85.9651,52.8506,36.023
8.20047,108.61,67.6339,98.8345
13.6635,41.8963,-60.0542,82.0558
15.2351,59.6918,-55.5787,96.0662
25.9962,111.927,-16.5199,62.6997
12.8315,74.1377,-57.34,107.563
1.97504,95.1338,-59.3032,36.0828
37.5249,71.2402,5.06865,84.137
33.7665,108.422,-22.3187,93.9645
57.4996,62.4346,72.1517,110.711
13.764,88.3528,-34.9163,125.652
32.3888,154.072,130.564,125.318
40.4264,50.5706,30.1071,84.321
82.6859,86.9077,-37.8782,82.3902
62.0617,90.4256,88.8046,118.746
19.7846,103.912,56.711,71.3041
58.639,133.786,-1.24379,136.291
66308.1,7360.83,198.044,127.019
43.6169,42.0239,-9.37579,64.5784
27.7663,61.0951,2.46564,79.0264
21.3972,68.048,-17.8729,68.6002
24.8381,76.1526,100.777,75.7565
24.5209,95.824,-54.3069,92.7368
16.7713,56.6301,-31.1383,83.601
132.434,74.8304,-48.4124,82.3145
5.04077,115.555,73.3882,84.8411
18.2389,74.6415,107.631,96.997
60.6804,99.7128,76.2371,133.98
32.6209,72.5002,-95.8505,50.848
20.8372,66.2619,-33.4727,82.1418
218.662,138.086,17.2585,100.351
20.7321,107.357,71.6481,136.422
12.0414,65.4964,0.241222,116.25
12.3896,80.1802,-89.5286,41.049
76.1168,130.668,94.8317,129.477
45.0126,71.7442,-106.577,128.613
16.9595,98.6468,37.274,68.7694
161.14,70.5358,-11.6959,48.4987
14.591,67.8566,-57.0111,45.9348
