"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
32.4833,177.011,3.43467,163.507
25.4826,110.362,-45.8641,52.831
25.2752,132.975,45.9136,124.556
60.1718,94.1297,-33.5274,118.149
15.3652,101.406,-8.82369,87.697
17.1712,74.4526,10.247,75.672
95.0133,124.241,-59.0515,87.7521
45.4311,136.84,126.955,203.847
12.9869,37.8783,-12.7204,29.4482
15.1443,105.666,14.6878,118.329
90.9716,187.457,-22.4213,88.8014
45.2316,137.276,92.8967,177.327
27.4904,111.677,27.7871,103.591
49.5348,119.431,54.9558,137.436
25.7531,93.3765,-16.9392,77.5405
23.1007,76.9709,2.10004,61.8915
36.3576,122.492,127.352,92.1098
19.0422,79.9285,3875.89,38.1722
20.6226,101.719,-2.83527,99.9028
25.842,42.0239,22.2466,73.7472
43.4021,192.149,1352.83,137.141
56.1141,124.303,109.471,148.997
-2.69392,37.3043,-42.7777,35.9084
7.90247,48.0193,23.2723,95.4376
45.6768,73.6969,-0.559751,121.773
12.5189,104.539,21.5682,81.4505
30.9354,88.7297,11.1522,122.485
32.2061,139.02,-84.7366,103.015
16.2593,127.986,-71.071,67.4625
29.1365,138.958,-23.6347,66.751
38.5066,101.844,-28.023,60.2648
16.4475,47.7642,-12.5195,83.0583
37.352,109.674,-98.3569,85.0917
45.9413,154.072,178.366,153.247
57.6175,66.8998,26.3544,67.173
23.3529,73.445,-13.7952,94.7175
87.9997,176.516,63.8498,144.053
7.02808,92.2466,40.3806,76.9858
39.8555,85.2737,-27.1267,147.762
53.5842,42.2152,-102.96,46.6283
15.5522,78.2926,-109.844,85.1762
22.212,61.0951,16.2932,81.5189
30.9356,102.534,-16.9031,73.7806
74.9679,171.439,28.4279,101.289
46.2244,65.7516,91.6216,103.528
58.152,137.961,62.3546,86.9209
41.2191,180.289,30.8258,81.454
10.4639,78.796,-45.5822,90.7261
157.96,110.613,-15.4784,118.887
14.3551,55.3544,-29.1683,78.2339
19.4739,88.8554,-18.0729,93.6564
13.9179,53.0581,-47.4266,23.3676
32.0787,125.864,-4.16831,111.092
30.2103,41.705,22.3901,105.677
41.5241,63.2639,-99.3803,71.9114
10.2698,67.4739,28.3697,81.8751
12.6465,82.193,22.503,73.3563
57.2855,229.053,-128.449,104.061
16.5409,104.163,59.6848,121.367
25.2859,48.7209,-1.36198,56.4222
-0.0204786,34.3067,-139.074,44.8635
18.0625,67.8566,-123.225,37.4888
28.0527,73.9488,70.9388,59.3714
560.718,294.692,45.8759,69.7269
30.5891,72.5632,-111.358,100.105
10.4618,92.9371,15.9129,54.4549
22.4571,75.1452,83.4092,109.057
35.7865,117.806,-83.9124,70.3636
41.9275,161.212,20.9903,69.6992
11.8503,80.8721,12.9108,58.3802
27.546,61.8606,-122.415,54.8186
19.3668,61.7968,-57.44,62.9532
11.7321,62.1795,0.00235464,16.757
30.2913,48.5295,73.1752,90.5873
