"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
72199.2,66307.8,18528.1,8.37116
65565.6,77407,100.44,8.37721
62912.8,49822,20286.4,8.38125
82467.2,77159,400.52,8.39336
64414.4,59097.2,943.64,8.40547
63172.8,70094.7,34629.5,8.45391
66864,64682.1,267.84,8.45794
73027.2,71735.2,61908.2,8.50134
65354.4,57833.6,11331.1,8.50538
79128,96495.6,51591.4,8.50538
66316.8,48779.1,1840.16,8.50739
81060.8,107323,89149.8,8.5185
71372.8,82333.5,1997.64,8.51951
70996.8,64461.4,21036.6,8.52051
76381.6,78074.1,339.76,8.52253
72439.2,75363.5,42106.7,8.52758
81636.8,94119.7,3390.16,8.52859
83162.4,85664.2,95946.2,8.59116
88801.6,116266,1117.24,8.63152
65081.6,61144.4,686.96,8.70519
71231.2,61970.2,8625.44,8.71024
73415.2,87577.5,885.36,8.71226
65520.8,50521.3,6672.44,8.71428
81289.6,89882.6,37387.2,8.7173
69240.8,71613.7,192.2,8.72235
71338.4,101064,837,8.72538
69684.8,53046,488.56,8.73951
91560,79848.6,64607.7,8.74455
67291.2,75989.7,194.68,8.74556
72497.6,76322,3324.44,8.74758
61979.2,37596.8,15926.6,8.75061
84248.8,96069,301.32,8.75263
66243.2,73024.8,140.12,8.78896
93679.2,111537,4491.28,8.79299
73573.6,74951.8,647.28,8.794
69792,57581.9,23594.7,8.79501
64072,59815.1,23416.2,8.79703
78273.6,84050.9,1148.24,8.79703
99022.4,134834,2269.2,8.79804
82654.4,85235.1,3334.36,8.80006
91019.2,93255.4,307.52,8.80006
64377.6,65764.6,55627.6,8.80308
79096,80887.7,14575,8.80308
61854.4,62129,24125.4,8.80409
69096,70361.3,897.76,8.80409
72904.8,76744.8,3778.28,8.80712
69930.4,71349.6,46472.7,8.90501
66420.8,53832.1,10985.2,8.90905
92183.2,113971,3584.84,8.9252
69200,75059.7,602.64,8.9252
67880.8,63008.1,286.44,8.93226
71557.6,87376.6,36549,8.93327
96081.6,98623.4,31024.8,8.93832
89332,86633.8,1495.44,8.93932
69382.4,74031.7,19563.5,8.94134
79176.8,112692,374.48,8.94235
96912,131470,76212.9,8.94336
58652.8,54760.9,2054.68,8.94639
71345.6,99574.5,236.84,9.00593
